ID,Exp. Mass,%,Hit,Hit Score,# Perms,Theo. Mass,Da,ppm,Hex,HexNAc,Neu5Ac,Fuc,Oxidation,OffBy+1,OffBy-1,Perm,Perm Score,N52,N78
319-4-6,14818.2003,0.9,7,0.11,1,14818.2286,-0.0283,-2,11,9,3,1,0,0,0,0,0.11,A1S1,A3S2G1F+LacN1
319-4-7,14818.2003,0.9,8,0.05,1,14818.2286,-0.0283,-2,11,9,3,1,0,0,0,0,0.05,A3S3F+LacN1,A1G1
320-7-0,14818.2631,0.0,0,21.18,1,14818.2286,0.0345,2,11,9,3,1,0,0,0,0,21.18,A3S1G2F,A2S2
320-7-1,14818.2631,0.0,1,20.07,2,14818.2286,0.0345,2,11,9,3,1,0,0,0,0,19.32,A2S1G1F,A3S2G1
320-7-2,14818.2631,0.0,2,19.99,2,14818.2286,0.0345,2,11,9,3,1,0,0,0,0,12.22,A3S2G1F,A2S1G1
320-7-3,14818.2631,0.0,3,13.86,2,14818.2286,0.0345,2,11,9,3,1,0,0,0,0,13.82,A2G2F,A3S3
320-8-0,14818.2631,0.0,4,9.44,2,14818.2082,0.0549,4,10,9,4,0,1,1,0,0,9.25,A2S1G0,A3S3
320-7-4,14818.2631,0.0,5,8.82,2,14818.2286,0.0345,2,11,9,3,1,0,0,0,0,8.38,A2G2,A3S3F
320-7-5,14818.2631,0.0,6,6.48,2,14818.2286,0.0345,2,11,9,3,1,0,0,0,0,4.46,A2S2F,A3S1G2
320-7-6,14818.2631,0.0,7,0.11,1,14818.2286,0.0345,2,11,9,3,1,0,0,0,0,0.11,A1S1,A3S2G1F+LacN1
320-7-7,14818.2631,0.0,8,0.05,1,14818.2286,0.0345,2,11,9,3,1,0,0,0,0,0.05,A3S3F+LacN1,A1G1
321-2-0,14826.1945,0.1,0,100.00,1,14826.2072,-0.0127,-1,14,8,2,1,1,0,0,0,100.00,M7,A3S2G1F+LacN1
322-2-0,14827.2183,0.0,0,100.00,1,14827.2072,0.0112,1,14,8,2,1,1,1,0,0,100.00,M7,A3S2G1F+LacN1
323-1-0,14835.2296,0.3,0,23.39,1,14835.2235,0.0062,0,11,9,3,1,1,1,0,0,23.39,A3S1G2F,A2S2
323-1-1,14835.2296,0.3,1,22.16,2,14835.2235,0.0062,0,11,9,3,1,1,1,0,0,21.34,A2S1G1F,A3S2G1
323-1-2,14835.2296,0.3,2,22.07,2,14835.2235,0.0062,0,11,9,3,1,1,1,0,0,13.50,A3S2G1F,A2S1G1
323-1-3,14835.2296,0.3,3,15.30,2,14835.2235,0.0062,0,11,9,3,1,1,1,0,0,15.26,A2G2F,A3S3
323-1-4,14835.2296,0.3,4,9.74,2,14835.2235,0.0062,0,11,9,3,1,1,1,0,0,9.25,A2G2,A3S3F
323-1-5,14835.2296,0.3,5,7.16,2,14835.2235,0.0062,0,11,9,3,1,1,1,0,0,4.93,A2S2F,A3S1G2
323-1-6,14835.2296,0.3,6,0.12,1,14835.2235,0.0062,0,11,9,3,1,1,1,0,0,0.12,A1S1,A3S2G1F+LacN1
323-1-7,14835.2296,0.3,7,0.05,1,14835.2235,0.0062,0,11,9,3,1,1,1,0,0,0.05,A3S3F+LacN1,A1G1
324-0-0,14845.1994,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325-0-0,14854.2235,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326-0-0,14866.2751,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327-0-0,14875.2782,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328-0-0,14882.2224,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329-2-0,14891.2584,0.6,0,92.88,1,14891.2497,0.0087,1,10,8,4,2,0,1,0,0,92.88,A2S2F2,A2S2
329-2-1,14891.2584,0.6,1,7.12,1,14891.2497,0.0087,1,10,8,4,2,0,1,0,0,7.12,A2S2F,A2S2F
330-0-0,14902.1956,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331-0-0,14905.2700,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332-2-0,14907.1394,0.0,0,92.88,1,14907.2446,-0.1052,-7,10,8,4,2,1,1,0,0,92.88,A2S2F2,A2S2
332-2-1,14907.1394,0.0,1,7.12,1,14907.2446,-0.1052,-7,10,8,4,2,1,1,0,0,7.12,A2S2F,A2S2F
333-0-0,14913.2129,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334-0-0,14914.2415,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335-0-0,14919.3704,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336-8-0,14922.3175,0.3,0,49.56,2,14922.2395,0.0780,5,12,8,4,0,0,0,0,0,49.09,M5-A1S1,A3S3
336-6-0,14922.3175,0.3,1,44.53,1,14922.2395,0.0780,5,10,8,4,2,2,0,0,0,44.53,A2S2F2,A2S2
336-6-1,14922.3175,0.3,2,3.41,1,14922.2395,0.0780,5,10,8,4,2,2,0,0,0,3.41,A2S2F,A2S2F
336-8-1,14922.3175,0.3,3,2.50,1,14922.2395,0.0780,5,12,8,4,0,0,0,0,0,2.50,M5,A4S4
337-0-0,14931.2517,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338-0-0,14932.2277,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339-7-0,14939.2627,0.0,0,95.17,2,14939.2344,0.0283,2,12,8,4,0,1,1,0,0,94.26,M5-A1S1,A3S3
339-7-1,14939.2627,0.0,1,4.81,1,14939.2344,0.0283,2,12,8,4,0,1,1,0,0,4.81,M5,A4S4
339-2-0,14939.2627,0.0,2,0.02,1,14939.2548,0.0078,1,13,8,3,1,0,0,0,0,0.02,A3S3F+LacN1,M6
340-0-0,14944.2105,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341-4-0,14947.2024,0.3,0,100.00,2,14947.2712,-0.0687,-5,10,9,4,1,0,0,0,0,88.71,A2S1G0,A3S3F
342-0-0,14951.2271,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343-5-0,14963.2839,17.6,0,52.36,2,14963.2661,0.0179,1,11,9,4,0,0,0,0,0,50.71,A2S1G1,A3S3
343-5-1,14963.2839,17.6,1,47.47,2,14963.2661,0.0179,1,11,9,4,0,0,0,0,0,33.86,A2S2,A3S2G1
343-5-2,14963.2839,17.6,2,0.13,1,14963.2661,0.0179,1,11,9,4,0,0,0,0,0,0.13,A1G1,A4S4
343-4-0,14963.2839,17.6,3,0.04,2,14963.2661,0.0179,1,10,9,4,1,1,0,0,0,0.04,A2S1G0,A3S3F
344-0-0,14977.3150,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345-9-0,14980.3144,2.6,0,52.24,2,14980.2610,0.0534,4,11,9,4,0,1,1,0,0,50.59,A2S1G1,A3S3
345-9-1,14980.3144,2.6,1,47.36,2,14980.2610,0.0534,4,11,9,4,0,1,1,0,0,33.78,A2S2,A3S2G1
345-9-2,14980.3144,2.6,2,0.13,1,14980.2610,0.0534,4,11,9,4,0,1,1,0,0,0.13,A1G1,A4S4
345-6-0,14980.3144,2.6,3,0.09,1,14980.2814,0.0330,2,11,9,3,2,1,0,0,0,0.09,A2S2F2,A3S1G2
345-6-1,14980.3144,2.6,4,0.06,2,14980.2814,0.0330,2,11,9,3,2,1,0,0,0,0.06,A2G2F,A3S3F
345-6-2,14980.3144,2.6,5,0.06,2,14980.2814,0.0330,2,11,9,3,2,1,0,0,0,0.04,A2S1G1F,A3S2G1F
345-8-0,14980.3144,2.6,6,0.04,2,14980.2610,0.0534,4,10,9,4,1,2,1,0,0,0.04,A2S1G0,A3S3F
345-6-3,14980.3144,2.6,7,0.03,1,14980.2814,0.0330,2,11,9,3,2,1,0,0,0,0.03,A3S1G2F,A2S2F
346-0-0,14982.3046,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347-0-0,14988.2616,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348-9-0,14996.3923,0.5,0,52.26,2,14996.2559,0.1364,9,11,9,4,0,2,1,0,0,50.62,A2S1G1,A3S3
348-9-1,14996.3923,0.5,1,47.38,2,14996.2559,0.1364,9,11,9,4,0,2,1,0,0,33.80,A2S2,A3S2G1
348-9-2,14996.3923,0.5,2,0.13,1,14996.2559,0.1364,9,11,9,4,0,2,1,0,0,0.13,A1G1,A4S4
348-6-0,14996.3923,0.5,3,0.09,1,14996.2763,0.1160,8,11,9,3,2,2,0,0,0,0.09,A2S2F2,A3S1G2
348-6-1,14996.3923,0.5,4,0.06,2,14996.2763,0.1160,8,11,9,3,2,2,0,0,0,0.06,A2G2F,A3S3F
348-6-2,14996.3923,0.5,5,0.06,2,14996.2763,0.1160,8,11,9,3,2,2,0,0,0,0.04,A2S1G1F,A3S2G1F
348-6-3,14996.3923,0.5,6,0.03,1,14996.2763,0.1160,8,11,9,3,2,2,0,0,0,0.03,A3S1G2F,A2S2F
349-0-0,15003.2981,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350-0-0,15005.3123,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351-0-0,15016.2736,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352-0-0,15026.2710,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353-2-0,15037.2977,1.3,0,82.01,2,15037.3029,-0.0052,-0,12,10,3,0,0,0,0,0,65.13,A3S1G2,A3S2G1
353-2-1,15037.2977,1.3,1,17.12,2,15037.3029,-0.0052,-0,12,10,3,0,0,0,0,0,16.72,A3G3,A3S3
353-3-0,15037.2977,1.3,2,0.56,1,15037.3076,-0.0100,-1,10,8,4,3,0,1,0,0,0.56,A2S2F2,A2S2F
353-1-0,15037.2977,1.3,3,0.18,1,15037.3029,-0.0052,-0,11,10,3,1,1,0,0,0,0.18,A3S3F+LacN1,A2G1
353-1-1,15037.2977,1.3,4,0.13,1,15037.3029,-0.0052,-0,11,10,3,1,1,0,0,0,0.13,A2S1G0,A3S2G1F+LacN1
354-2-0,15038.3029,0.2,0,82.32,2,15038.3029,0.0000,0,12,10,3,0,0,1,0,0,65.37,A3S1G2,A3S2G1
354-2-1,15038.3029,0.2,1,17.18,2,15038.3029,0.0000,0,12,10,3,0,0,1,0,0,16.78,A3G3,A3S3
354-4-0,15038.3029,0.2,2,0.19,1,15038.3233,-0.0204,-1,12,10,2,2,0,0,0,0,0.19,A2G2F,A3S2G1F+LacN1
354-1-0,15038.3029,0.2,3,0.18,1,15038.3029,0.0000,0,11,10,3,1,1,1,0,0,0.18,A3S3F+LacN1,A2G1
354-1-1,15038.3029,0.2,4,0.13,1,15038.3029,0.0000,0,11,10,3,1,1,1,0,0,0.13,A2S1G0,A3S2G1F+LacN1
355-0-0,15048.2890,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356-0-0,15049.2905,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357-0-0,15061.3000,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358-4-0,15068.2612,0.0,0,75.78,2,15068.2974,-0.0363,-2,12,8,4,1,0,0,0,0,71.48,M5-A1S1,A3S3F
358-2-0,15068.2612,0.0,1,24.22,1,15068.2974,-0.0363,-2,10,8,4,3,2,0,0,0,24.22,A2S2F2,A2S2F
359-0-0,15070.2600,0.1,0,82.57,2,15070.2927,-0.0327,-2,12,10,3,0,2,1,0,0,65.57,A3S1G2,A3S2G1
359-0-1,15070.2600,0.1,1,17.24,2,15070.2927,-0.0327,-2,12,10,3,0,2,1,0,0,16.83,A3G3,A3S3
359-1-0,15070.2600,0.1,2,0.19,1,15070.3131,-0.0531,-4,12,10,2,2,2,0,0,0,0.19,A2G2F,A3S2G1F+LacN1
360-0-0,15076.3119,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361-0-0,15078.2644,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362-0-0,15087.2495,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363-0-0,15090.2953,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364-0-0,15098.2611,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365-0-0,15100.2686,0.1,0,85.18,2,15100.2873,-0.0186,-1,12,8,4,1,2,0,0,0,80.35,M5-A1S1,A3S3F
365-1-0,15100.2686,0.1,1,14.82,1,15100.2873,-0.0186,-1,13,8,4,0,1,0,0,0,14.82,M6,A4S4
366-4-0,15109.3022,0.6,0,30.83,2,15109.3240,-0.0218,-1,11,9,4,1,0,0,0,0,23.72,A3S2G1F,A2S2
366-4-1,15109.3022,0.6,1,26.65,2,15109.3240,-0.0218,-1,11,9,4,1,0,0,0,0,26.47,A2S1G1F,A3S3
366-4-2,15109.3022,0.6,2,23.65,2,15109.3240,-0.0218,-1,11,9,4,1,0,0,0,0,19.67,A2S1G1,A3S3F
366-4-3,15109.3022,0.6,3,18.78,2,15109.3240,-0.0218,-1,11,9,4,1,0,0,0,0,16.81,A2S2F,A3S2G1
366-4-4,15109.3022,0.6,4,0.09,1,15109.3240,-0.0218,-1,11,9,4,1,0,0,0,0,0.09,A3S3F+LacN1,A1S1
367-0-0,15118.2738,0.0,0,100.00,1,15118.3026,-0.0288,-2,14,8,3,1,1,1,0,0,100.00,A3S3F+LacN1,M7
368-0-0,15127.3240,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369-0-0,15128.3886,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370-0-0,15136.2935,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371-0-0,15145.2761,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372-0-0,15147.3872,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373-0-0,15155.3223,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374-0-0,15165.3368,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375-2-0,15184.3124,0.1,0,41.26,1,15184.3608,-0.0484,-3,12,10,3,1,0,1,0,0,41.26,A3S1G2F,A3S2G1
375-2-1,15184.3124,0.1,1,28.12,1,15184.3608,-0.0484,-3,12,10,3,1,0,1,0,0,28.12,A2S1G1,A3S2G1F+LacN1
375-2-2,15184.3124,0.1,2,17.96,2,15184.3608,-0.0484,-3,12,10,3,1,0,1,0,0,12.27,A3S2G1F,A3S1G2
375-2-3,15184.3124,0.1,3,9.54,1,15184.3608,-0.0484,-3,12,10,3,1,0,1,0,0,9.54,A3S3F+LacN1,A2G2
375-2-4,15184.3124,0.1,4,3.11,2,15184.3608,-0.0484,-3,12,10,3,1,0,1,0,0,2.70,A3G3,A3S3F
376-0-0,15238.5259,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377-6-0,15254.5281,4.2,0,99.66,2,15254.3615,0.1666,11,11,9,5,0,0,0,0,0,93.23,A2S2,A3S3
377-6-1,15254.5281,4.2,1,0.34,1,15254.3615,0.1666,11,11,9,5,0,0,0,0,0,0.34,A1S1,A4S4
378-4-0,15272.4213,0.6,0,64.29,1,15272.3768,0.0445,3,11,9,4,2,1,1,0,0,64.29,A2S2F2,A3S2G1
378-4-1,15272.4213,0.6,1,21.62,2,15272.3768,0.0445,3,11,9,4,2,1,1,0,0,20.77,A2S1G1F,A3S3F
378-4-2,15272.4213,0.6,2,14.08,2,15272.3768,0.0445,3,11,9,4,2,1,1,0,0,7.13,A2S2F,A3S2G1F
379-7-0,15279.3655,0.1,0,100.00,1,15279.3350,0.0305,2,14,8,4,0,2,1,0,0,100.00,M7,A4S4
380-0-0,15281.3716,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381-0-0,15282.3981,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382-2-0,15288.3842,0.0,0,55.48,1,15288.3717,0.0125,1,11,9,4,2,2,1,0,0,55.48,A2S2F2,A3S2G1
382-2-1,15288.3842,0.0,1,18.66,2,15288.3717,0.0125,1,11,9,4,2,2,1,0,0,17.92,A2S1G1F,A3S3F
382-4-0,15288.3842,0.0,2,13.71,1,15288.3717,0.0125,1,13,9,4,0,0,1,0,0,13.71,M5-A1G1,A4S4
382-2-2,15288.3842,0.0,3,12.15,2,15288.3717,0.0125,1,11,9,4,2,2,1,0,0,6.15,A2S2F,A3S2G1F
383-0-0,15293.4223,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384-0-0,15294.3940,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385-0-0,15301.3604,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386-0-0,15310.3758,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387-0-0,15311.3525,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388-5-0,15328.4142,1.6,0,46.37,2,15328.3983,0.0160,1,12,10,4,0,0,0,0,0,44.40,A3S1G2,A3S3
388-5-1,15328.4142,1.6,1,31.64,1,15328.3983,0.0160,1,12,10,4,0,0,0,0,0,31.64,A3S2G1,A3S2G1
388-5-2,15328.4142,1.6,2,21.87,1,15328.3983,0.0160,1,12,10,4,0,0,0,0,0,21.87,A2G2,A4S4
388-4-0,15328.4142,1.6,3,0.12,1,15328.3983,0.0160,1,11,10,4,1,1,0,0,0,0.12,A3S3F+LacN1,A2S1G0
389-0-0,15339.3985,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390-0-0,15341.4474,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391-0-0,15348.4025,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392-0-0,15356.3759,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393-0-0,15364.3607,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394-0-0,15367.3977,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395-0-0,15378.4443,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396-0-0,15399.4434,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397-0-0,15414.4832,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398-6-0,15619.7254,0.7,0,50.28,1,15619.4937,0.2317,15,12,10,5,0,0,0,0,0,50.28,A2S1G1,A4S4
398-6-1,15619.7254,0.7,1,49.72,2,15619.4937,0.2317,15,12,10,5,0,0,0,0,0,42.44,A3S2G1,A3S3
399-0-0,20487.4497,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400-0-0,20847.5746,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401-0-0,22106.9681,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402-0-0,28614.0974,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
